Frequency (Hz)	Level (dB)
12553.857422	-62.093182
12564.624023	-64.064194
12575.390625	-67.575233
12586.157227	-68.857269
12596.923828	-69.839836
12607.690430	-72.171486
12618.457031	-74.824821
12629.223633	-77.006310
12639.990234	-78.297905
12650.756836	-77.986198
12661.523438	-77.325989
12672.290039	-77.837959
12683.056641	-79.357231
12693.823242	-79.566956
12704.589844	-78.605919
12715.356445	-77.974121
12726.123047	-76.746361
12736.889648	-75.786919
12747.656250	-76.521988
12758.422852	-78.285515
12769.189453	-74.093002
12779.956055	-68.757080
12790.722656	-64.942650
12801.489258	-61.250278
12812.255859	-58.975819
12823.022461	-56.704800
12833.789062	-55.290524
12844.555664	-55.698704
12855.322266	-57.415581
12866.088867	-61.706131
12876.855469	-69.088554
12887.622070	-76.797134
12898.388672	-79.517746
12909.155273	-75.795120
12919.921875	-68.862030
12930.688477	-63.568668
12941.455078	-60.399910
12952.221680	-58.545185
12962.988281	-58.094357
12973.754883	-59.558224
12984.521484	-62.928833
12995.288086	-68.154472
13006.054688	-73.975800
13016.821289	-76.156128
13027.587891	-74.889496
13038.354492	-71.851784
13049.121094	-70.160629
13059.887695	-71.609177
13070.654297	-75.061188
13081.420898	-77.744598
13092.187500	-80.560745
13102.954102	-83.185631
13113.720703	-83.646461
13124.487305	-83.828728
13135.253906	-84.211578
13146.020508	-84.057556
13156.787109	-82.862595
13167.553711	-80.668419
13178.320312	-79.097725
13189.086914	-78.953354
13199.853516	-79.408203
13210.620117	-79.839836
13221.386719	-78.970078
13232.153320	-78.098862
13242.919922	-77.678482
13253.686523	-77.949532
13264.453125	-79.174332
13275.219727	-79.552605
13285.986328	-77.110634
13296.752930	-73.173927
13307.519531	-71.025467
13318.286133	-71.873917
13329.052734	-74.637650
13339.819336	-76.893242
13350.585938	-77.568405
13361.352539	-77.646164
13372.119141	-77.795013
13382.885742	-78.129829
13393.652344	-79.536537
13404.418945	-80.593544
13415.185547	-79.466637
13425.952148	-77.628677
13436.718750	-74.339531
13447.485352	-70.622185
13458.251953	-67.680054
13469.018555	-65.379982
13479.785156	-64.081917
13490.551758	-64.202469
13501.318359	-61.369919
13512.084961	-59.110527
13522.851562	-59.077599
13533.618164	-61.523197
13544.384766	-67.151337
13555.151367	-75.318253
13565.917969	-79.942596
13576.684570	-78.179688
13587.451172	-73.854904
13598.217773	-69.111893
13608.984375	-65.325371
13619.750977	-62.639267
13630.517578	-61.351971
13641.284180	-62.182503
13652.050781	-63.901814
13662.817383	-63.090202
13673.583984	-61.673874
13684.350586	-61.967548
13695.117188	-63.604916
13705.883789	-66.214455
13716.650391	-68.216270
13727.416992	-70.951378
13738.183594	-75.656609
13748.950195	-79.370987
13759.716797	-80.174507
13770.483398	-79.489822
13781.250000	-79.364426
13792.016602	-80.101059
13802.783203	-80.095238
13813.549805	-79.155182
13824.316406	-78.253960
13835.083008	-78.215454
13845.849609	-78.524918
13856.616211	-79.314621
13867.382812	-80.185341
13878.149414	-80.424545
13888.916016	-80.688812
13899.682617	-80.934982
13910.449219	-79.746719
13921.215820	-78.576622
13931.982422	-78.130951
13942.749023	-77.167152
13953.515625	-76.279228
13964.282227	-76.149879
13975.048828	-76.576462
13985.815430	-77.145706
13996.582031	-78.282990
14007.348633	-79.661690
14018.115234	-77.484779
14028.881836	-72.901138
14039.648438	-70.560379
14050.415039	-71.946808
14061.181641	-73.912247
14071.948242	-67.700569
14082.714844	-62.801613
14093.481445	-59.520924
14104.248047	-57.428837
14115.014648	-56.492226
14125.781250	-56.304783
14136.547852	-56.311649
14147.314453	-55.990082
14158.081055	-55.997585
14168.847656	-56.959110
14179.614258	-56.895615
14190.380859	-56.070343
14201.147461	-56.963352
14211.914062	-59.126648
14222.680664	-60.901211
14233.447266	-63.262039
14244.213867	-65.529907
14254.980469	-67.540741
14265.747070	-70.933556
14276.513672	-74.733200
14287.280273	-72.616814
14298.046875	-67.068962
14308.813477	-63.719048
14319.580078	-62.924644
14330.346680	-64.665657
14341.113281	-68.049049
14351.879883	-68.734871
14362.646484	-67.836937
14373.413086	-68.563660
14384.179688	-69.370750
14394.946289	-71.150444
14405.712891	-75.174744
14416.479492	-78.226677
14427.246094	-79.834808
14438.012695	-80.564613
14448.779297	-80.200462
14459.545898	-79.547813
14470.312500	-78.574165
14481.079102	-77.815125
14491.845703	-77.778099
14502.612305	-78.893120
14513.378906	-80.292938
14524.145508	-80.606911
14534.912109	-80.294342
14545.678711	-79.788765
14556.445312	-79.686638
14567.211914	-80.725914
14577.978516	-81.908478
14588.745117	-82.163925
14599.511719	-81.847641
14610.278320	-81.252495
14621.044922	-81.994682
14631.811523	-83.455147
14642.578125	-83.447815
14653.344727	-82.327744
14664.111328	-81.362938
14674.877930	-81.303459
14685.644531	-81.758522
14696.411133	-82.103081
14707.177734	-81.768990
14717.944336	-81.055054
14728.710938	-80.631081
14739.477539	-79.478676
14750.244141	-79.047760
14761.010742	-79.887108
14771.777344	-80.547935
14782.543945	-80.200706
14793.310547	-79.786987
14804.077148	-79.808807
14814.843750	-80.223511
14825.610352	-80.624474
14836.376953	-81.024033
14847.143555	-81.001831
14857.910156	-79.493057
14868.676758	-77.651146
14879.443359	-77.046402
14890.209961	-77.316505
14900.976562	-77.430573
14911.743164	-78.207253
14922.509766	-79.547646
14933.276367	-81.107094
14944.042969	-81.179420
14954.809570	-79.899277
14965.576172	-80.011681
14976.342773	-81.271477
14987.109375	-80.844398
14997.875977	-79.941811
15008.642578	-79.636627
15019.409180	-79.849648
15030.175781	-80.100098
15040.942383	-79.894623
15051.708984	-80.012062
15062.475586	-80.853371
15073.242188	-81.429367
15084.008789	-82.189949
15094.775391	-81.759850
15105.541992	-80.501320
15116.308594	-80.069405
15127.075195	-79.739326
15137.841797	-79.317551
15148.608398	-79.182762
15159.375000	-79.990326
15170.141602	-81.861176
15180.908203	-82.863457
15191.674805	-82.707680
15202.441406	-82.668549
15213.208008	-81.796188
15223.974609	-80.664818
15234.741211	-80.226578
15245.507812	-80.834045
15256.274414	-82.253822
15267.041016	-83.448486
15277.807617	-83.147972
15288.574219	-83.169083
15299.340820	-84.411217
15310.107422	-85.183220
15320.874023	-84.490273
15331.640625	-84.031433
15342.407227	-83.541229
15353.173828	-82.905724
15363.940430	-82.844460
15374.707031	-83.872978
15385.473633	-84.796288
15396.240234	-85.366089
15407.006836	-84.912888
15417.773438	-84.080864
15428.540039	-84.137474
15439.306641	-84.559250
15450.073242	-84.791534
15460.839844	-84.958847
15471.606445	-85.039139
15482.373047	-84.787529
15493.139648	-84.394989
15503.906250	-84.119522
15514.672852	-83.925514
15525.439453	-83.599510
15536.206055	-83.787842
15546.972656	-84.608887
15557.739258	-84.706856
15568.505859	-83.699829
15579.272461	-82.848206
15590.039062	-82.542290
15600.805664	-82.996971
15611.572266	-83.331055
15622.338867	-82.672112
15633.105469	-81.859253
15643.872070	-81.814545
15654.638672	-81.213898
15665.405273	-80.461464
15676.171875	-79.898537
15686.938477	-78.880402
15697.705078	-78.346077
15708.471680	-78.341629
15719.238281	-78.705521
15730.004883	-79.100052
15740.771484	-79.292557
15751.538086	-79.788765
15762.304688	-80.264961
15773.071289	-79.967018
15783.837891	-79.034027
15794.604492	-78.518379
15805.371094	-78.646858
15816.137695	-79.203323
15826.904297	-80.102798
15837.670898	-81.091476
15848.437500	-81.236412
15859.204102	-80.126244
15869.970703	-79.096230
15880.737305	-78.790955
15891.503906	-78.737564
15902.270508	-79.027954
15913.037109	-79.765427
15923.803711	-80.363266
15934.570312	-80.617966
15945.336914	-80.120560
15956.103516	-79.885826
15966.870117	-80.413017
15977.636719	-81.103493
15988.403320	-81.783287
15999.169922	-81.549545
16009.936523	-81.797478
16020.703125	-82.597366
16031.469727	-82.872910
16042.236328	-82.356277
16053.002930	-82.218460
16063.769531	-82.565086
16074.536133	-83.366997
16085.302734	-83.856514
16096.069336	-83.636925
16106.835938	-83.208199
16117.602539	-82.190331
16128.369141	-81.158752
16139.135742	-81.145050
16149.902344	-80.364510
16160.668945	-79.361145
16171.435547	-79.026703
16182.202148	-79.314545
16192.968750	-79.887032
16203.735352	-79.973167
16214.501953	-79.330948
16225.268555	-78.183083
16236.035156	-77.977585
16246.801758	-78.450691
16257.568359	-78.506050
16268.334961	-78.045601
16279.101562	-78.287903
16289.868164	-79.463242
16300.634766	-80.121399
16311.401367	-79.825432
16322.167969	-79.349770
16332.934570	-79.246140
16343.701172	-79.086876
16354.467773	-78.596626
16365.234375	-78.145355
16376.000977	-78.028267
16386.767578	-77.783211
16397.534180	-77.399544
16408.300781	-77.228104
16419.067383	-76.876930
16429.833984	-77.275497
16440.600586	-78.472725
16451.367188	-79.522491
16462.133789	-79.652931
16472.900391	-79.559425
16483.666992	-79.477409
16494.433594	-79.393501
16505.200195	-79.248665
16515.966797	-79.277527
16526.733398	-79.772232
16537.500000	-80.804298
16548.266602	-81.631111
16559.033203	-81.552963
16569.799805	-80.933693
16580.566406	-80.748497
16591.333008	-81.472763
16602.099609	-82.059578
16612.866211	-82.399719
16623.632812	-82.979027
16634.399414	-82.982574
16645.166016	-82.587250
16655.932617	-82.504631
16666.699219	-82.724464
16677.465820	-83.045670
16688.232422	-83.445503
16698.999023	-83.844482
16709.765625	-83.979752
16720.532227	-83.770874
16731.298828	-83.535927
16742.065430	-83.420448
16752.832031	-84.012566
16763.598633	-85.295204
16774.365234	-84.967270
16785.131836	-83.802376
16795.898438	-82.935944
16806.665039	-82.277412
16817.431641	-81.773964
16828.198242	-81.759430
16838.964844	-82.763771
16849.731445	-83.505341
16860.498047	-82.853935
16871.264648	-81.851540
16882.031250	-80.913399
16892.797852	-80.821533
16903.564453	-81.542618
16914.331055	-82.041985
16925.097656	-82.282249
16935.864258	-82.227928
16946.630859	-81.963409
16957.397461	-81.901848
16968.164062	-82.102226
16978.930664	-82.907288
16989.697266	-83.769714
17000.463867	-83.614548
17011.230469	-82.777893
17021.997070	-81.980202
17032.763672	-81.397278
17043.530273	-81.445816
17054.296875	-81.726166
17065.063477	-81.998100
17075.830078	-82.649620
17086.596680	-82.800919
17097.363281	-82.382820
17108.129883	-82.569191
17118.896484	-82.998734
17129.663086	-83.141571
17140.429688	-83.163803
17151.196289	-83.517868
17161.962891	-83.721382
17172.729492	-83.289375
17183.496094	-82.460556
17194.262695	-81.979591
17205.029297	-81.903526
17215.795898	-81.921455
17226.562500	-82.024284
17237.329102	-81.888145
17248.095703	-81.705246
17258.862305	-81.050148
17269.628906	-80.104103
17280.395508	-79.463371
17291.162109	-79.313469
17301.928711	-79.468307
17312.695312	-80.084358
17323.461914	-80.406403
17334.228516	-80.534248
17344.995117	-80.112511
17355.761719	-79.722176
17366.528320	-79.869728
17377.294922	-80.199333
17388.061523	-80.947136
17398.828125	-81.598480
17409.594727	-81.239861
17420.361328	-80.905403
17431.127930	-80.493210
17441.894531	-79.983765
17452.661133	-79.457962
17463.427734	-79.421471
17474.194336	-79.872528
17484.960938	-80.454529
17495.727539	-81.016411
17506.494141	-81.302055
17517.260742	-81.610390
17528.027344	-81.782127
17538.793945	-81.807182
17549.560547	-82.029518
17560.327148	-82.390800
17571.093750	-82.380058
17581.860352	-82.695641
17592.626953	-82.920227
17603.393555	-82.998001
17614.160156	-83.178741
17624.926758	-82.906044
17635.693359	-82.425583
17646.459961	-82.383385
17657.226562	-82.502083
17667.993164	-82.731155
17678.759766	-82.789940
17689.526367	-83.163429
17700.292969	-83.521690
17711.059570	-83.074173
17721.826172	-83.028458
17732.592773	-83.279572
17743.359375	-83.253120
17754.125977	-83.439888
17764.892578	-83.943306
17775.659180	-83.785866
17786.425781	-83.468216
17797.192383	-83.280312
17807.958984	-82.412483
17818.725586	-82.239899
17829.492188	-83.057236
17840.258789	-83.634766
17851.025391	-83.632477
17861.791992	-83.331009
17872.558594	-83.146416
17883.325195	-83.168190
17894.091797	-83.073257
17904.858398	-83.230545
17915.625000	-83.219643
17926.391602	-83.382294
17937.158203	-83.698906
17947.924805	-83.613358
17958.691406	-83.175705
17969.458008	-82.958244
17980.224609	-83.206161
17990.991211	-83.444443
18001.757812	-83.559914
18012.524414	-84.070068
18023.291016	-84.642754
18034.057617	-84.882820
18044.824219	-84.679222
18055.590820	-84.212463
18066.357422	-83.197304
18077.124023	-82.650467
18087.890625	-83.092262
18098.657227	-83.840141
18109.423828	-84.271782
18120.190430	-84.109077
18130.957031	-84.058884
18141.723633	-84.167969
18152.490234	-84.063988
18163.256836	-83.855759
18174.023438	-83.911697
18184.790039	-84.424927
18195.556641	-84.600990
18206.323242	-84.471992
18217.089844	-84.910347
18227.856445	-85.609596
18238.623047	-86.104416
18249.389648	-85.811958
18260.156250	-85.563248
18270.922852	-85.555817
18281.689453	-85.812088
18292.456055	-86.195686
18303.222656	-86.239876
18313.989258	-86.030510
18324.755859	-85.596230
18335.522461	-85.283684
18346.289062	-85.617264
18357.055664	-86.244331
18367.822266	-86.591858
18378.588867	-86.431374
18389.355469	-86.003517
18400.122070	-86.150566
18410.888672	-86.774902
18421.655273	-87.332588
18432.421875	-87.635109
18443.188477	-87.876404
18453.955078	-88.555550
18464.721680	-88.635498
18475.488281	-88.759560
18486.254883	-89.079315
18497.021484	-88.900360
18507.788086	-88.887299
18518.554688	-89.010674
18529.321289	-88.653915
18540.087891	-88.676506
18550.854492	-89.137337
18561.621094	-89.427063
18572.387695	-89.661629
18583.154297	-89.775650
18593.920898	-89.642395
18604.687500	-89.746658
18615.454102	-90.393074
18626.220703	-90.963577
18636.987305	-90.803772
18647.753906	-90.400688
18658.520508	-90.195305
18669.287109	-90.084198
18680.053711	-90.175133
18690.820312	-90.384491
18701.586914	-90.613579
18712.353516	-90.697624
18723.120117	-91.040207
18733.886719	-91.556900
18744.653320	-91.476067
18755.419922	-91.498390
18766.186523	-91.506058
18776.953125	-91.046997
18787.719727	-90.689972
18798.486328	-90.658539
18809.252930	-91.190079
18820.019531	-91.861519
18830.786133	-92.030609
18841.552734	-92.025841
18852.319336	-91.983696
18863.085938	-92.192169
18873.852539	-92.747894
18884.619141	-92.756233
18895.385742	-93.175346
18906.152344	-93.623306
18916.918945	-93.926262
18927.685547	-94.275970
18938.452148	-93.989288
18949.218750	-93.630318
18959.985352	-93.510124
18970.751953	-93.582657
18981.518555	-94.027138
18992.285156	-94.668884
19003.051758	-95.068703
19013.818359	-95.313042
19024.584961	-94.975060
19035.351562	-94.916817
19046.118164	-95.316261
19056.884766	-95.486748
19067.651367	-95.689438
19078.417969	-95.944901
19089.184570	-95.957047
19099.951172	-95.967766
19110.717773	-96.182693
19121.484375	-96.820457
19132.250977	-97.216019
19143.017578	-97.473099
19153.784180	-97.493126
19164.550781	-97.291466
19175.317383	-97.468491
19186.083984	-97.661850
19196.850586	-97.800644
19207.617188	-98.388351
19218.383789	-98.848900
19229.150391	-98.738091
19239.916992	-98.703194
19250.683594	-98.922920
19261.450195	-98.838127
19272.216797	-98.773720
19282.983398	-98.657440
19293.750000	-98.738228
19304.516602	-99.341728
19315.283203	-99.819229
19326.049805	-100.047440
19336.816406	-100.372917
19347.583008	-100.436790
19358.349609	-100.442131
19369.116211	-100.540871
19379.882812	-100.340492
19390.649414	-100.726097
19401.416016	-101.223549
19412.182617	-101.123550
19422.949219	-101.484352
19433.715820	-101.744942
19444.482422	-102.120094
19455.249023	-102.656456
19466.015625	-102.614677
19476.782227	-102.381691
19487.548828	-102.197769
19498.315430	-102.345993
19509.082031	-102.657555
19519.848633	-102.742523
19530.615234	-102.870995
19541.381836	-102.957436
19552.148438	-103.017616
19562.915039	-103.315819
19573.681641	-103.718956
19584.448242	-103.977905
19595.214844	-104.200462
19605.981445	-103.974045
19616.748047	-103.858467
19627.514648	-104.397346
19638.281250	-105.127274
19649.047852	-105.521484
19659.814453	-105.805168
19670.581055	-105.661278
19681.347656	-105.619354
19692.114258	-105.828316
19702.880859	-106.057121
19713.647461	-106.320648
19724.414062	-106.127098
19735.180664	-106.218880
19745.947266	-106.469353
19756.713867	-107.016701
19767.480469	-107.398232
19778.247070	-107.777924
19789.013672	-108.194420
19799.780273	-108.403465
19810.546875	-108.140770
19821.313477	-108.067314
19832.080078	-108.553741
19842.846680	-108.891396
19853.613281	-108.969101
19864.379883	-109.287178
19875.146484	-109.389275
19885.913086	-109.580490
19896.679688	-110.087700
19907.446289	-110.662407
19918.212891	-110.942635
19928.979492	-110.657463
19939.746094	-110.470367
19950.512695	-110.870674
19961.279297	-111.385742
19972.045898	-111.968544
19982.812500	-111.933235
19993.579102	-111.782440
20004.345703	-111.705177
20015.112305	-112.304604
20025.878906	-112.416542
20036.645508	-112.372047
20047.412109	-112.954445
20058.178711	-113.568619
20068.945312	-114.151421
20079.711914	-114.282547
20090.478516	-113.856438
20101.245117	-113.994560
20112.011719	-114.659935
20122.778320	-115.137070
20133.544922	-115.483604
20144.311523	-115.781090
20155.078125	-115.820465
20165.844727	-116.003059
20176.611328	-116.016472
20187.377930	-115.935532
20198.144531	-116.331741
20208.911133	-116.521988
20219.677734	-116.545708
20230.444336	-116.768539
20241.210938	-116.940704
20251.977539	-117.436539
20262.744141	-117.983154
20273.510742	-118.645622
20284.277344	-118.966461
20295.043945	-119.162865
20305.810547	-119.534172
20316.577148	-119.662285
20327.343750	-120.043488
20338.110352	-120.405266
20348.876953	-120.424950
20359.643555	-120.447617
20370.410156	-120.773376
20381.176758	-120.961090
20391.943359	-121.467705
20402.709961	-122.129791
20413.476562	-121.973099
20424.243164	-120.002754
20435.009766	-120.191895
20445.776367	-121.596748
20456.542969	-122.668922
20467.309570	-122.567291
20478.076172	-121.954674
20488.842773	-121.798798
20499.609375	-122.111786
20510.375977	-122.897873
20521.142578	-124.268333
20531.909180	-124.690155
20542.675781	-125.002899
20553.442383	-124.160828
20564.208984	-123.997116
20574.975586	-125.147667
20585.742188	-124.268150
20596.508789	-123.316292
20607.275391	-123.886894
20618.041992	-126.036423
20628.808594	-128.441650
20639.575195	-128.574265
20650.341797	-127.830582
20661.108398	-127.320930
20671.875000	-127.234459
20682.641602	-127.199600
20693.408203	-128.543137
20704.174805	-130.168091
20714.941406	-129.342453
20725.708008	-129.395569
20736.474609	-130.319595
20747.241211	-129.791672
20758.007812	-129.602707
20768.774414	-131.052917
20779.541016	-132.579971
20790.307617	-132.631668
20801.074219	-132.293945
20811.840820	-133.016541
20822.607422	-133.316986
20833.374023	-133.633255
20844.140625	-134.269333
20854.907227	-134.120789
20865.673828	-135.034302
20876.440430	-135.898651
20887.207031	-135.812164
20897.973633	-135.549759
20908.740234	-134.434677
20919.506836	-134.961624
20930.273438	-137.340851
20941.040039	-138.210831
20951.806641	-138.692581
20962.573242	-138.294037
20973.339844	-138.469147
20984.106445	-138.626282
20994.873047	-139.240952
21005.639648	-139.850754
21016.406250	-140.708328
21027.172852	-140.631409
21037.939453	-141.114090
21048.706055	-142.370468
21059.472656	-141.680481
21070.239258	-141.675659
21081.005859	-143.040512
21091.772461	-143.246780
21102.539062	-143.682083
21113.305664	-143.781387
21124.072266	-144.434067
21134.838867	-144.338715
21145.605469	-144.783890
21156.372070	-145.081787
21167.138672	-145.403976
21177.905273	-145.631622
21188.671875	-145.892075
21199.438477	-146.360748
21210.205078	-146.534866
21220.971680	-146.610352
21231.738281	-147.581223
21242.504883	-147.161652
21253.271484	-147.041443
21264.038086	-146.841995
21274.804688	-146.715912
21285.571289	-147.113358
21296.337891	-147.985413
21307.104492	-148.362976
21317.871094	-148.918976
21328.637695	-148.542969
21339.404297	-148.819992
21350.170898	-148.609131
21360.937500	-148.845322
21371.704102	-149.343735
21382.470703	-149.914139
21393.237305	-150.079315
21404.003906	-150.140732
21414.770508	-150.407059
21425.537109	-150.240295
21436.303711	-150.498627
21447.070312	-150.194000
21457.836914	-150.541428
21468.603516	-150.653564
21479.370117	-150.355194
21490.136719	-150.893341
21500.903320	-150.789856
21511.669922	-151.017776
21522.436523	-151.191696
21533.203125	-150.682388
21543.969727	-151.185272
21554.736328	-150.909546
21565.502930	-151.426010
21576.269531	-151.092163
21587.036133	-151.416214
21597.802734	-151.083267
21608.569336	-151.333221
21619.335938	-151.238495
21630.102539	-151.231339
21640.869141	-151.287491
21651.635742	-151.370544
21662.402344	-151.275833
21673.168945	-151.329407
21683.935547	-151.331741
21694.702148	-151.322449
21705.468750	-151.304626
21716.235352	-151.544724
21727.001953	-151.270706
21737.768555	-151.708252
21748.535156	-151.301636
21759.301758	-151.607407
21770.068359	-151.374878
21780.834961	-151.612152
21791.601562	-151.471375
21802.368164	-151.490005
21813.134766	-151.551956
21823.901367	-151.608978
21834.667969	-151.467728
21845.434570	-151.615891
21856.201172	-151.424759
21866.967773	-151.481033
21877.734375	-151.567963
21888.500977	-151.426041
21899.267578	-151.669006
21910.034180	-151.486450
21920.800781	-151.525269
21931.567383	-151.367584
21942.333984	-151.665421
21953.100586	-151.422897
21963.867188	-151.624191
21974.633789	-151.466660
21985.400391	-151.529648
21996.166992	-151.431366
22006.933594	-151.561874
22017.700195	-151.416138
22028.466797	-151.468124
22039.233398	-151.480560
