Frequency (Hz)	Level (dB)
2993.115234	-29.083889
3003.881836	-27.960722
3014.648438	-25.983318
3025.415039	-23.788116
3036.181641	-22.480089
3046.948242	-21.827511
3057.714844	-21.706743
3068.481445	-21.437851
3079.248047	-21.738199
3090.014648	-23.189453
3100.781250	-25.029881
3111.547852	-26.166582
3122.314453	-26.304626
3133.081055	-25.106983
3143.847656	-22.727093
3154.614258	-21.050890
3165.380859	-20.834345
3176.147461	-21.517176
3186.914062	-21.874672
3197.680664	-22.032789
3208.447266	-23.657171
3219.213867	-25.375034
3229.980469	-24.069342
3240.747070	-23.199720
3251.513672	-23.818468
3262.280273	-23.734341
3273.046875	-22.687347
3283.813477	-23.618195
3294.580078	-25.722618
3305.346680	-25.068138
3316.113281	-24.240072
3326.879883	-23.665234
3337.646484	-23.437891
3348.413086	-24.108919
3359.179688	-24.492643
3369.946289	-23.430431
3380.712891	-22.052269
3391.479492	-22.041473
3402.246094	-22.499889
3413.012695	-22.864967
3423.779297	-24.004473
3434.545898	-26.266193
3445.312500	-26.751392
3456.079102	-25.865812
3466.845703	-26.140358
3477.612305	-26.569963
3488.378906	-24.795654
3499.145508	-24.538614
3509.912109	-26.847794
3520.678711	-29.004507
3531.445312	-28.269224
3542.211914	-26.860867
3552.978516	-25.599894
3563.745117	-24.932741
3574.511719	-26.110106
3585.278320	-27.928499
3596.044922	-27.635910
3606.811523	-26.195303
3617.578125	-25.880138
3628.344727	-25.814962
3639.111328	-26.873199
3649.877930	-29.813337
3660.644531	-30.905691
3671.411133	-26.736691
3682.177734	-23.321669
3692.944336	-21.876455
3703.710938	-21.588083
3714.477539	-23.048861
3725.244141	-26.782116
3736.010742	-26.459507
3746.777344	-23.603203
3757.543945	-23.121124
3768.310547	-22.665400
3779.077148	-21.476135
3789.843750	-21.444956
3800.610352	-21.815811
3811.376953	-20.817377
3822.143555	-19.683609
3832.910156	-19.164427
3843.676758	-19.164600
3854.443359	-18.974730
3865.209961	-19.740339
3875.976562	-21.978933
3886.743164	-23.879412
3897.509766	-24.941078
3908.276367	-24.804106
3919.042969	-23.335400
3929.809570	-22.252937
3940.576172	-21.806063
3951.342773	-21.948048
3962.109375	-21.426167
3972.875977	-21.112940
3983.642578	-21.828747
3994.409180	-22.646727
4005.175781	-23.101851
4015.942383	-22.718237
4026.708984	-21.856504
4037.475586	-20.895401
4048.242188	-19.494667
4059.008789	-18.394045
4069.775391	-18.378696
4080.541992	-19.251610
4091.308594	-20.573568
4102.075195	-21.696825
4112.841797	-22.044224
4123.608398	-22.564423
4134.375000	-23.653105
4145.141602	-23.544266
4155.908203	-23.098150
4166.674805	-22.709684
4177.441406	-22.739634
4188.208008	-22.469479
4198.974609	-22.393635
4209.741211	-23.101231
4220.507812	-23.583427
4231.274414	-23.093044
4242.041016	-22.811123
4252.807617	-23.282379
4263.574219	-25.064877
4274.340820	-26.232538
4285.107422	-25.672129
4295.874023	-25.003458
4306.640625	-23.790716
4317.407227	-22.804565
4328.173828	-23.177757
4338.940430	-23.825165
4349.707031	-24.622984
4360.473633	-25.619482
4371.240234	-25.611124
4382.006836	-25.475040
4392.773438	-25.457331
4403.540039	-24.888168
4414.306641	-24.670162
4425.073242	-25.242325
4435.839844	-27.408298
4446.606445	-30.443062
4457.373047	-31.968092
4468.139648	-31.812838
4478.906250	-29.816328
4489.672852	-27.555336
4500.439453	-28.004883
4511.206055	-29.278858
4521.972656	-29.665625
4532.739258	-29.168938
4543.505859	-28.184813
4554.272461	-26.835499
4565.039062	-26.252529
4575.805664	-26.757742
4586.572266	-28.400301
4597.338867	-30.145514
4608.105469	-30.206354
4618.872070	-29.178024
4629.638672	-27.155649
4640.405273	-26.846781
4651.171875	-28.604832
4661.938477	-30.688387
4672.705078	-33.100838
4683.471680	-35.244888
4694.238281	-33.244934
4705.004883	-29.925358
4715.771484	-27.692219
4726.538086	-26.892136
4737.304688	-26.783411
4748.071289	-25.925491
4758.837891	-25.328640
4769.604492	-25.540747
4780.371094	-25.914068
4791.137695	-25.481194
4801.904297	-25.472551
4812.670898	-25.976072
4823.437500	-25.813740
4834.204102	-25.675972
4844.970703	-25.964720
4855.737305	-26.541956
4866.503906	-27.103880
4877.270508	-27.092978
4888.037109	-27.193428
4898.803711	-27.892460
4909.570312	-28.171757
4920.336914	-28.260271
4931.103516	-28.197609
4941.870117	-28.089153
4952.636719	-28.857887
4963.403320	-29.197618
4974.169922	-28.935892
4984.936523	-28.589739
4995.703125	-28.502386
5006.469727	-28.477358
5017.236328	-28.747149
5028.002930	-30.268003
5038.769531	-31.348343
5049.536133	-30.038942
5060.302734	-29.050713
5071.069336	-28.536448
5081.835938	-27.959475
5092.602539	-27.605509
5103.369141	-27.491320
5114.135742	-27.901854
5124.902344	-29.503330
5135.668945	-31.612980
5146.435547	-33.205437
5157.202148	-33.998955
5167.968750	-34.132320
5178.735352	-33.443729
5189.501953	-31.979280
5200.268555	-31.281269
5211.035156	-31.811687
5221.801758	-32.109184
5232.568359	-31.395941
5243.334961	-31.107075
5254.101562	-31.210545
5264.868164	-30.760414
5275.634766	-30.618031
5286.401367	-30.945847
5297.167969	-31.090767
5307.934570	-30.316614
5318.701172	-30.112919
5329.467773	-30.685188
5340.234375	-30.733774
5351.000977	-30.693045
5361.767578	-32.690804
5372.534180	-36.265736
5383.300781	-39.132130
5394.067383	-40.491322
5404.833984	-37.583874
5415.600586	-33.607441
5426.367188	-31.565628
5437.133789	-31.467896
5447.900391	-31.980787
5458.666992	-31.419466
5469.433594	-31.496077
5480.200195	-33.015800
5490.966797	-33.969818
5501.733398	-33.410183
5512.500000	-33.364346
5523.266602	-34.524399
5534.033203	-35.559742
5544.799805	-37.235523
5555.566406	-36.956516
5566.333008	-34.787842
5577.099609	-34.150204
5587.866211	-35.501812
5598.632812	-36.956055
5609.399414	-36.392754
5620.166016	-36.229401
5630.932617	-37.037060
5641.699219	-37.673885
5652.465820	-37.754612
5663.232422	-38.482155
5673.999023	-38.988308
5684.765625	-37.332344
5695.532227	-35.511978
5706.298828	-33.765285
5717.065430	-33.187756
5727.832031	-33.684525
5738.598633	-34.727608
5749.365234	-35.050640
5760.131836	-33.982567
5770.898438	-32.207569
5781.665039	-31.255569
5792.431641	-32.260296
5803.198242	-33.594818
5813.964844	-34.225418
5824.731445	-34.885178
5835.498047	-35.683201
5846.264648	-37.492191
5857.031250	-38.285713
5867.797852	-37.652149
5878.564453	-37.978954
5889.331055	-38.410206
5900.097656	-37.810993
5910.864258	-37.762905
5921.630859	-37.828640
5932.397461	-36.268490
5943.164062	-34.163540
5953.930664	-33.433067
5964.697266	-33.466705
5975.463867	-33.692081
5986.230469	-34.437679
5996.997070	-35.478466
6007.763672	-35.613678
6018.530273	-35.522354
6029.296875	-35.092510
6040.063477	-35.485123
6050.830078	-37.629944
6061.596680	-39.640163
6072.363281	-41.300980
6083.129883	-40.856747
6093.896484	-39.592407
6104.663086	-38.122875
6115.429688	-37.189972
6126.196289	-38.006474
6136.962891	-39.534946
6147.729492	-39.068615
6158.496094	-38.747955
6169.262695	-39.135117
6180.029297	-39.990479
6190.795898	-38.714676
6201.562500	-36.687408
6212.329102	-36.502373
6223.095703	-35.808598
6233.862305	-35.085148
6244.628906	-35.256367
6255.395508	-35.022720
6266.162109	-34.756859
6276.928711	-34.361935
6287.695312	-33.986168
6298.461914	-34.028965
6309.228516	-33.764149
6319.995117	-35.039692
6330.761719	-38.514606
6341.528320	-40.649696
6352.294922	-40.119839
6363.061523	-39.586403
6373.828125	-39.820885
6384.594727	-38.894070
6395.361328	-36.412865
6406.127930	-34.678925
6416.894531	-33.479324
6427.661133	-32.683609
6438.427734	-31.729076
6449.194336	-30.962790
6459.960938	-30.969597
6470.727539	-31.634027
6481.494141	-33.409328
6492.260742	-34.473309
6503.027344	-34.193226
6513.793945	-35.363560
6524.560547	-38.159760
6535.327148	-37.863018
6546.093750	-35.704849
6556.860352	-34.583981
6567.626953	-33.924335
6578.393555	-34.130848
6589.160156	-33.886936
6599.926758	-33.653275
6610.693359	-34.229740
6621.459961	-36.059566
6632.226562	-37.875916
6642.993164	-37.338268
6653.759766	-36.845913
6664.526367	-36.447720
6675.292969	-36.108582
6686.059570	-36.413212
6696.826172	-37.789036
6707.592773	-38.826698
6718.359375	-36.517147
6729.125977	-33.922707
6739.892578	-32.191380
6750.659180	-31.751751
6761.425781	-32.827366
6772.192383	-34.774136
6782.958984	-36.942158
6793.725586	-38.281303
6804.492188	-36.874542
6815.258789	-35.847321
6826.025391	-36.596237
6836.791992	-38.248051
6847.558594	-40.965240
6858.325195	-39.518520
6869.091797	-37.770924
6879.858398	-36.489269
6890.625000	-33.875214
6901.391602	-33.445446
6912.158203	-34.264919
6922.924805	-32.770870
6933.691406	-31.066221
6944.458008	-30.253242
6955.224609	-31.013077
6965.991211	-33.056122
6976.757812	-34.504288
6987.524414	-35.769802
6998.291016	-36.663403
7009.057617	-37.843193
7019.824219	-39.593117
7030.590820	-37.930977
7041.357422	-35.380653
7052.124023	-33.552902
7062.890625	-31.747669
7073.657227	-30.609043
7084.423828	-30.419641
7095.190430	-31.199905
7105.957031	-31.472389
7116.723633	-31.934357
7127.490234	-31.978840
7138.256836	-32.205452
7149.023438	-33.308147
7159.790039	-34.001007
7170.556641	-34.320850
7181.323242	-33.399567
7192.089844	-32.451260
7202.856445	-32.412994
7213.623047	-32.745422
7224.389648	-32.520058
7235.156250	-31.450254
7245.922852	-30.660690
7256.689453	-30.595873
7267.456055	-31.417833
7278.222656	-32.259884
7288.989258	-33.676659
7299.755859	-35.247635
7310.522461	-35.968861
7321.289062	-36.881630
7332.055664	-37.138931
7342.822266	-36.505363
7353.588867	-36.677105
7364.355469	-36.458054
7375.122070	-34.009632
7385.888672	-32.765663
7396.655273	-33.039776
7407.421875	-34.290424
7418.188477	-35.406372
7428.955078	-35.335865
7439.721680	-34.176746
7450.488281	-33.491898
7461.254883	-32.918007
7472.021484	-32.932674
7482.788086	-33.936104
7493.554688	-36.075222
7504.321289	-38.300724
7515.087891	-39.634617
7525.854492	-38.651844
7536.621094	-37.406483
7547.387695	-37.651070
7558.154297	-37.509895
7568.920898	-37.889172
7579.687500	-38.665070
7590.454102	-38.387901
7601.220703	-37.079136
7611.987305	-36.799995
7622.753906	-37.949081
7633.520508	-37.506256
7644.287109	-36.742233
7655.053711	-37.393051
7665.820312	-36.920418
7676.586914	-36.205055
7687.353516	-35.910175
7698.120117	-35.001892
7708.886719	-34.176704
7719.653320	-33.944611
7730.419922	-34.591450
7741.186523	-35.176300
7751.953125	-35.718861
7762.719727	-36.566025
7773.486328	-36.859203
7784.252930	-35.661701
7795.019531	-34.472382
7805.786133	-34.072979
7816.552734	-34.105701
7827.319336	-34.326469
7838.085938	-34.488079
7848.852539	-34.083557
7859.619141	-34.369686
7870.385742	-34.839401
7881.152344	-35.617611
7891.918945	-35.482063
7902.685547	-34.097042
7913.452148	-32.929039
7924.218750	-31.864395
7934.985352	-31.527948
7945.751953	-31.704672
7956.518555	-32.245743
7967.285156	-31.985485
7978.051758	-31.427082
7988.818359	-32.012684
7999.584961	-33.136440
8010.351562	-34.554874
8021.118164	-37.094204
8031.884766	-38.466290
8042.651367	-37.393333
8053.417969	-36.230179
8064.184570	-35.966904
8074.951172	-36.397079
8085.717773	-36.299908
8096.484375	-35.253975
8107.250977	-34.509754
8118.017578	-33.635895
8128.784180	-33.506580
8139.550781	-34.374405
8150.317383	-35.672085
8161.083984	-36.248447
8171.850586	-35.325306
8182.617188	-34.220978
8193.383789	-34.462261
8204.150391	-36.692398
8214.916992	-38.006676
8225.683594	-36.435799
8236.450195	-35.580074
8247.216797	-35.811531
8257.983398	-36.896889
8268.750000	-37.634880
8279.516602	-38.954842
8290.283203	-39.805946
8301.049805	-38.755386
8311.816406	-36.720119
8322.583008	-35.485088
8333.349609	-35.181118
8344.116211	-35.427677
8354.882812	-36.461403
8365.649414	-36.582294
8376.416016	-35.988571
8387.182617	-35.810684
8397.949219	-36.109009
8408.715820	-36.987915
8419.482422	-36.620163
8430.249023	-35.969200
8441.015625	-35.194672
8451.782227	-34.212425
8462.548828	-33.645443
8473.315430	-34.464897
8484.082031	-35.460583
8494.848633	-36.084290
8505.615234	-38.309189
8516.381836	-41.272999
8527.148438	-43.147095
8537.915039	-41.977192
8548.681641	-38.748741
8559.448242	-36.243862
8570.214844	-34.540623
8580.981445	-33.629234
8591.748047	-33.033394
8602.514648	-32.959740
8613.281250	-34.073906
8624.047852	-35.861660
8634.814453	-37.157799
8645.581055	-38.106743
8656.347656	-37.684048
8667.114258	-35.512699
8677.880859	-33.570747
8688.647461	-32.608105
8699.414062	-32.111649
8710.180664	-32.186890
8720.947266	-32.876442
8731.713867	-33.550800
8742.480469	-34.097862
8753.247070	-34.849735
8764.013672	-34.785980
8774.780273	-34.171967
8785.546875	-32.760227
8796.313477	-31.620497
8807.080078	-31.049662
8817.846680	-30.443247
8828.613281	-30.558912
8839.379883	-31.938059
8850.146484	-32.508987
8860.913086	-31.740110
8871.679688	-31.846891
8882.446289	-32.622513
8893.212891	-32.703545
8903.979492	-31.778315
8914.746094	-31.290651
8925.512695	-31.281176
8936.279297	-31.426693
8947.045898	-31.525446
8957.812500	-31.451618
8968.579102	-31.503660
8979.345703	-32.711384
8990.112305	-34.794666
9000.878906	-34.957920
9011.645508	-33.915894
9022.412109	-33.545849
9033.178711	-33.088852
9043.945312	-32.743111
9054.711914	-32.619770
9065.478516	-32.378403
9076.245117	-32.510670
9087.011719	-33.312664
9097.778320	-32.499134
9108.544922	-30.834743
9119.311523	-29.629606
9130.078125	-29.909981
9140.844727	-30.705368
9151.611328	-31.192900
9162.377930	-31.846996
9173.144531	-32.928871
9183.911133	-33.951385
9194.677734	-33.942902
9205.444336	-32.611992
9216.210938	-31.429901
9226.977539	-31.279629
9237.744141	-31.428625
9248.510742	-31.298256
9259.277344	-31.713020
9270.043945	-31.650288
9280.810547	-31.833189
9291.577148	-32.664040
9302.343750	-32.625954
9313.110352	-32.647423
9323.876953	-33.309559
9334.643555	-33.404926
9345.410156	-32.982056
9356.176758	-32.599506
9366.943359	-32.513927
9377.709961	-32.900364
9388.476562	-33.356133
9399.243164	-32.735844
9410.009766	-32.290257
9420.776367	-33.171833
9431.542969	-34.649708
9442.309570	-34.105335
9453.076172	-32.375916
9463.842773	-31.061678
9474.609375	-30.136051
9485.375977	-30.156502
9496.142578	-31.234089
9506.909180	-33.304718
9517.675781	-35.578102
9528.442383	-36.471111
9539.208984	-35.754513
9549.975586	-33.728683
9560.742188	-31.743916
9571.508789	-30.913122
9582.275391	-30.744547
9593.041992	-30.449493
9603.808594	-30.811937
9614.575195	-31.432365
9625.341797	-31.785875
9636.108398	-32.409531
9646.875000	-32.849094
9657.641602	-33.626198
9668.408203	-33.890171
9679.174805	-32.395020
9689.941406	-30.999199
9700.708008	-30.648243
9711.474609	-30.513357
9722.241211	-30.673330
9733.007812	-31.139605
9743.774414	-32.023075
9754.541016	-33.561184
9765.307617	-33.961861
9776.074219	-33.304375
9786.840820	-32.892651
9797.607422	-32.776527
9808.374023	-32.518898
9819.140625	-31.812807
9829.907227	-30.856760
9840.673828	-31.002176
9851.440430	-32.037422
9862.207031	-32.418232
9872.973633	-32.534241
9883.740234	-33.339146
9894.506836	-34.632874
9905.273438	-35.111523
9916.040039	-33.779766
9926.806641	-33.172794
9937.573242	-33.906471
9948.339844	-34.206841
9959.106445	-34.100704
9969.873047	-34.535229
9980.639648	-35.236103
9991.406250	-34.726055
10002.172852	-33.863770
10012.939453	-34.123901
10023.706055	-35.016018
10034.472656	-34.281181
10045.239258	-33.411602
10056.005859	-34.114330
10066.772461	-35.194332
10077.539062	-35.089458
10088.305664	-34.696247
10099.072266	-34.466019
10109.838867	-34.223194
10120.605469	-34.186115
10131.372070	-34.931736
10142.138672	-35.743641
10152.905273	-35.448048
10163.671875	-34.989632
10174.438477	-35.226780
10185.205078	-35.092865
10195.971680	-34.619209
10206.738281	-34.916088
10217.504883	-36.035603
10228.271484	-36.880054
10239.038086	-35.922043
10249.804688	-34.788593
10260.571289	-34.233265
10271.337891	-34.197258
10282.104492	-34.467869
10292.871094	-34.947636
10303.637695	-35.622070
10314.404297	-36.640465
10325.170898	-37.292973
10335.937500	-36.595356
10346.704102	-35.662422
10357.470703	-35.341881
10368.237305	-35.308121
10379.003906	-35.387802
10389.770508	-36.076073
10400.537109	-36.581581
10411.303711	-36.004604
10422.070312	-36.322449
10432.836914	-37.424301
10443.603516	-38.001278
10454.370117	-37.770298
10465.136719	-38.066929
10475.903320	-37.946323
10486.669922	-37.283401
10497.436523	-37.216736
10508.203125	-37.562855
10518.969727	-38.188576
10529.736328	-38.854618
10540.502930	-39.547173
10551.269531	-41.371220
10562.036133	-41.802372
10572.802734	-41.006447
10583.569336	-40.093597
10594.335938	-39.667263
10605.102539	-39.019630
10615.869141	-38.147095
10626.635742	-38.050419
10637.402344	-39.043911
10648.168945	-40.381123
10658.935547	-41.062943
10669.702148	-41.493179
10680.468750	-41.634781
10691.235352	-40.884308
10702.001953	-40.626595
10712.768555	-41.074364
10723.535156	-41.432522
10734.301758	-41.809303
10745.068359	-42.044964
10755.834961	-41.999603
10766.601562	-42.053005
10777.368164	-41.642120
10788.134766	-40.936241
10798.901367	-41.447807
10809.667969	-43.062809
10820.434570	-43.806580
10831.201172	-43.371334
10841.967773	-42.762775
10852.734375	-42.457756
10863.500977	-42.136868
10874.267578	-41.878529
10885.034180	-41.701347
10895.800781	-41.669708
10906.567383	-42.040455
10917.333984	-42.719303
10928.100586	-42.877277
10938.867188	-42.551689
10949.633789	-42.772728
10960.400391	-42.355717
10971.166992	-41.930958
10981.933594	-42.242756
10992.700195	-42.907520
11003.466797	-43.291328
11014.233398	-43.103325
11025.000000	-43.215584
11035.766602	-43.426804
11046.533203	-43.278553
11057.299805	-42.971958
11068.066406	-43.564602
11078.833008	-44.865101
11089.599609	-45.288647
11100.366211	-44.527077
11111.132812	-43.934315
11121.899414	-44.020424
11132.666016	-43.640568
11143.432617	-43.539608
11154.199219	-44.060875
11164.965820	-44.469170
11175.732422	-44.639767
11186.499023	-44.688667
11197.265625	-44.678318
11208.032227	-45.237389
11218.798828	-46.054882
11229.565430	-47.211906
11240.332031	-48.275669
11251.098633	-48.919155
11261.865234	-49.754318
11272.631836	-50.726509
11283.398438	-51.795479
11294.165039	-53.239391
11304.931641	-53.732639
11315.698242	-53.373463
11326.464844	-54.142456
11337.231445	-56.440136
11347.998047	-55.220890
11358.764648	-52.894051
11369.531250	-51.526428
11380.297852	-49.930893
11391.064453	-48.076706
11401.831055	-47.861946
11412.597656	-48.891060
11423.364258	-49.592747
11434.130859	-49.889408
11444.897461	-50.103828
11455.664062	-50.954391
11466.430664	-52.632118
11477.197266	-53.705074
11487.963867	-53.764420
11498.730469	-54.974850
11509.497070	-56.556683
11520.263672	-57.188717
11531.030273	-58.232170
11541.796875	-61.013111
11552.563477	-65.625519
11563.330078	-71.543587
11574.096680	-72.102516
11584.863281	-66.624817
11595.629883	-62.704922
11606.396484	-60.433064
11617.163086	-59.348984
11627.929688	-59.696510
11638.696289	-59.307476
11649.462891	-58.505852
11660.229492	-59.714527
11670.996094	-62.010609
11681.762695	-64.976463
11692.529297	-67.961670
11703.295898	-71.179672
11714.062500	-74.870979
11724.829102	-72.340508
11735.595703	-66.873604
11746.362305	-63.963860
11757.128906	-63.686653
11767.895508	-63.730267
11778.662109	-64.676651
11789.428711	-67.172211
11800.195312	-69.539429
11810.961914	-72.045815
11821.728516	-75.614311
11832.495117	-76.136635
11843.261719	-70.620018
11854.028320	-64.735786
11864.794922	-59.770885
11875.561523	-55.701096
11886.328125	-53.728127
11897.094727	-53.502247
11907.861328	-53.692417
11918.627930	-52.454033
11929.394531	-50.925083
11940.161133	-51.296165
11950.927734	-53.599365
11961.694336	-56.338787
11972.460938	-58.979122
11983.227539	-63.591946
11993.994141	-71.725868
12004.760742	-77.169525
12015.527344	-72.423866
12026.293945	-65.981041
12037.060547	-60.697422
12047.827148	-57.656715
12058.593750	-55.421036
12069.360352	-53.737282
12080.126953	-53.300266
12090.893555	-53.018234
12101.660156	-52.714676
12112.426758	-53.541752
12123.193359	-56.190418
12133.959961	-58.797760
12144.726562	-59.953793
12155.493164	-59.509754
12166.259766	-58.027248
12177.026367	-58.590012
12187.792969	-59.241150
12198.559570	-59.253517
12209.326172	-60.639194
12220.092773	-62.746117
12230.859375	-64.571770
12241.625977	-67.647125
12252.392578	-68.506241
12263.159180	-66.232910
12273.925781	-64.709373
12284.692383	-64.522453
12295.458984	-63.910152
12306.225586	-63.125084
12316.992188	-62.717304
12327.758789	-62.658779
12338.525391	-62.849476
12349.291992	-61.950394
12360.058594	-60.931503
12370.825195	-59.823055
12381.591797	-56.620586
12392.358398	-53.548336
12403.125000	-52.432575
12413.891602	-53.098408
12424.658203	-55.233742
12435.424805	-58.964535
12446.191406	-62.753006
12456.958008	-66.769066
12467.724609	-70.178658
12478.491211	-66.779350
12489.257812	-60.634090
12500.024414	-56.026951
12510.791016	-53.781853
12521.557617	-53.336971
12532.324219	-54.264812
12543.090820	-54.833138
12553.857422	-53.213284
12564.624023	-52.240265
12575.390625	-52.011456
12586.157227	-51.685574
